id,category,name,calories,moisture,amino_acid_composition_protein,protein,triacylglycerol,cholesterol,fat,available_carbohydrates,carbohydrates,sodium,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,iodine,selenium,chromium,molybdenum,vitaminA,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,vitaminB3,vitaminB6,vitaminB12,vitaminB9,vitaminB5,vitaminB7,vitaminC
231,7,オレンジ　ネーブル,48.0,86.8,0.5,0.9,0.1,0.0,0.1,10.3,11.8,1.0,180.0,24.0,9.0,22.0,0.2,0.1,0.06,0.06,0.0,0.0,0.0,0.0,11.0,0.0,0.3,0.0,0.07,0.04,0.3,0.06,0.0,34.0,0.28,0.6,60.0
232,7,オレンジ　バレンシア,42.0,88.7,0.7,1.0,0.1,0.0,0.1,9.4,9.8,1.0,140.0,21.0,11.0,24.0,0.3,0.2,0.06,0.05,0.0,0.0,0.0,1.0,10.0,0.0,0.3,0.0,0.1,0.03,0.4,0.07,0.0,32.0,0.36,0.9,40.0
233,7,オロブランコ,43.0,88.7,0.5,0.8,0.0,0.0,0.1,9.5,10.1,1.0,150.0,12.0,9.0,19.0,0.2,0.1,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.09,0.02,0.3,0.04,0.0,34.0,0.47,0.0,38.0
234,7,かぼす,36.0,90.7,0.0,0.4,0.0,0.0,0.1,8.4,8.5,1.0,140.0,7.0,8.0,8.0,0.1,0.0,0.03,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.02,0.02,0.1,0.03,0.0,13.0,0.15,0.0,42.0
235,7,かわちばんかん,38.0,90.0,0.4,0.7,0.0,0.0,0.2,8.5,8.8,1.0,160.0,10.0,10.0,21.0,0.1,0.1,0.03,0.02,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.0,0.06,0.02,0.3,0.05,0.0,13.0,0.13,0.0,36.0
236,7,きよみ,45.0,88.4,0.4,0.8,0.0,0.0,0.2,10.1,10.3,1.0,170.0,11.0,11.0,21.0,0.1,0.1,0.04,0.05,0.0,0.0,1.0,0.0,45.0,0.0,0.3,0.0,0.1,0.02,0.3,0.08,0.0,24.0,0.27,0.3,42.0
237,7,きんかん,67.0,80.8,0.0,0.5,0.3,0.0,0.7,13.3,17.5,2.0,180.0,80.0,19.0,12.0,0.3,0.1,0.03,0.11,0.0,0.0,0.0,0.0,11.0,0.0,2.6,0.0,0.1,0.06,0.6,0.06,0.0,20.0,0.29,0.0,49.0
238,7,グレープフルーツ,40.0,89.0,0.5,0.9,0.1,0.0,0.1,8.3,9.6,1.0,140.0,15.0,9.0,17.0,0.0,0.1,0.04,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.07,0.03,0.3,0.04,0.0,15.0,0.39,0.5,36.0
239,7,さんぼうかん,47.0,87.6,0.4,0.7,0.0,0.0,0.3,10.3,10.9,2.0,280.0,23.0,11.0,19.0,0.2,0.1,0.06,0.05,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.0,0.07,0.03,0.4,0.06,0.0,16.0,0.35,0.0,39.0
240,7,シークヮーサー,35.0,90.9,0.0,0.8,0.0,0.0,0.1,7.6,7.9,2.0,180.0,17.0,15.0,8.0,0.1,0.1,0.06,0.06,0.0,0.0,0.0,0.0,7.0,0.0,0.5,0.0,0.08,0.03,0.3,0.03,0.0,7.0,0.1,0.0,11.0
241,7,しらぬひ,56.0,85.8,0.5,0.8,0.0,0.0,0.2,12.6,12.9,0.0,170.0,9.0,9.0,18.0,0.1,0.1,0.03,0.07,0.0,0.0,1.0,0.0,30.0,0.0,0.3,0.0,0.09,0.03,0.3,0.04,0.0,17.0,0.25,0.4,48.0
242,7,すだち,29.0,92.5,0.0,0.5,0.0,0.0,0.1,6.5,6.6,1.0,140.0,16.0,15.0,11.0,0.2,0.2,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.03,0.02,0.2,0.08,0.0,13.0,0.13,0.0,40.0
243,7,せとか,50.0,86.9,0.5,0.8,0.0,0.0,0.2,11.3,11.7,1.0,170.0,11.0,10.0,17.0,0.1,0.1,0.03,0.09,0.0,0.0,0.0,0.0,77.0,0.0,0.4,0.0,0.08,0.03,0.3,0.05,0.0,29.0,0.13,0.0,57.0
244,7,セミノール,53.0,86.0,0.0,1.1,0.0,0.0,0.1,11.6,12.4,2.0,200.0,24.0,16.0,18.0,0.2,0.1,0.04,0.1,0.0,0.0,0.0,0.0,89.0,0.0,0.3,0.0,0.01,0.04,0.3,0.09,0.0,27.0,0.45,0.0,41.0
245,7,だいだい,35.0,91.2,0.0,0.3,0.0,0.0,0.2,8.0,8.0,1.0,190.0,10.0,10.0,8.0,0.1,0.0,0.02,0.02,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,0.03,0.02,0.4,0.02,0.0,13.0,0.12,0.0,35.0
246,7,なつみかん,42.0,88.6,0.5,0.9,0.0,0.0,0.1,9.2,10.0,1.0,190.0,16.0,10.0,21.0,0.2,0.1,0.05,0.04,0.0,0.0,0.0,0.0,7.0,0.0,0.3,0.0,0.08,0.03,0.4,0.05,0.0,25.0,0.29,0.0,38.0
247,7,はっさく,47.0,87.2,0.5,0.8,0.0,0.0,0.1,10.3,11.5,1.0,180.0,13.0,10.0,17.0,0.1,0.1,0.04,0.03,0.0,0.0,0.0,0.0,9.0,0.0,0.3,0.0,0.06,0.03,0.2,0.07,0.0,16.0,0.3,0.0,40.0
248,7,はるみ,52.0,86.5,0.5,0.9,0.0,0.0,0.2,11.7,12.1,0.0,170.0,9.0,10.0,16.0,0.1,0.1,0.03,0.05,0.0,0.0,0.0,0.0,57.0,0.0,0.3,0.0,0.11,0.02,0.2,0.05,0.0,19.0,0.21,0.0,40.0
249,7,ひゅうがなつ,46.0,87.2,0.3,0.6,0.0,0.0,0.1,9.9,11.7,1.0,130.0,23.0,8.0,11.0,0.2,0.1,0.03,0.08,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.05,0.03,0.3,0.06,0.0,16.0,0.23,0.0,26.0
250,7,ひゅうがなつ,35.0,90.7,0.3,0.6,0.0,0.0,0.1,7.9,8.3,1.0,110.0,5.0,6.0,9.0,0.1,0.0,0.02,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.06,0.03,0.2,0.05,0.0,13.0,0.27,0.0,21.0
251,7,ぶんたん,41.0,89.0,0.4,0.7,0.0,0.0,0.1,9.2,9.8,1.0,180.0,13.0,7.0,19.0,0.1,0.1,0.04,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.03,0.04,0.3,0.0,0.0,16.0,0.32,0.0,45.0
252,7,ぽんかん,42.0,88.8,0.5,0.9,0.0,0.0,0.1,9.3,9.9,1.0,160.0,16.0,9.0,16.0,0.1,0.0,0.02,0.09,0.0,0.0,0.0,0.0,52.0,0.0,0.2,0.0,0.08,0.04,0.2,0.05,0.0,13.0,0.24,0.0,40.0
253,7,（かんきつ類）　ゆず　果皮　生,50.0,83.7,0.9,1.2,0.1,0.0,0.5,8.0,14.2,5.0,140.0,41.0,15.0,9.0,0.3,0.1,0.02,0.12,0.0,0.0,0.0,1.0,20.0,0.0,3.4,0.0,0.07,0.1,0.5,0.09,0.0,21.0,0.89,3.6,160.0
254,7,（かんきつ類）　ライム　果汁　生,39.0,89.8,0.3,0.4,0.0,0.0,0.1,9.2,9.3,1.0,160.0,16.0,9.0,16.0,0.2,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.03,0.02,0.1,0.05,0.0,17.0,0.16,0.0,33.0
255,7,（かんきつ類）　レモン　果汁　生,24.0,90.5,0.3,0.4,0.1,0.0,0.2,2.1,8.6,2.0,100.0,7.0,8.0,9.0,0.1,0.1,0.02,0.03,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.0,0.04,0.02,0.1,0.05,0.0,19.0,0.18,0.3,50.0
256,7,キウイフルーツ　緑肉種　生,51.0,84.7,0.8,1.0,0.2,0.0,0.2,9.1,13.4,1.0,300.0,26.0,14.0,30.0,0.3,0.1,0.1,0.09,0.0,1.0,0.0,0.0,4.0,0.0,1.3,6.0,0.01,0.02,0.3,0.11,0.0,37.0,0.31,1.4,71.0
257,7,キウイフルーツ　黄肉種　生,63.0,83.2,0.0,1.1,0.2,0.0,0.2,13.6,14.9,2.0,300.0,17.0,12.0,25.0,0.2,0.1,0.07,0.04,0.0,0.0,0.0,0.0,3.0,0.0,2.5,6.0,0.02,0.02,0.3,0.14,0.0,32.0,0.26,0.0,140.0
258,7,きはだ　実　乾,378.0,13.1,0.0,7.3,0.0,0.0,9.8,65.1,65.1,17.0,2100.0,230.0,88.0,240.0,1.7,0.6,0.36,0.69,6.0,1.0,3.0,110.0,5.0,0.0,1.3,87.0,0.17,0.18,1.4,0.53,0.0,12.0,1.83,23.0,0.0
259,7,キワノ　生,41.0,89.2,0.0,1.5,0.0,0.0,0.9,5.4,8.0,2.0,170.0,10.0,34.0,42.0,0.4,0.4,0.09,0.13,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.0,0.03,0.01,0.2,0.04,0.0,2.0,0.14,0.0,2.0
260,7,グァバ　赤肉種　生,33.0,88.9,0.3,0.6,0.1,0.0,0.1,5.1,9.9,3.0,240.0,8.0,8.0,16.0,0.1,0.1,0.06,0.09,0.0,0.0,0.0,0.0,50.0,0.0,0.3,2.0,0.03,0.04,0.8,0.06,0.0,41.0,0.32,0.0,220.0
261,7,くこ　実　乾,387.0,4.8,6.6,12.3,0.0,0.0,4.1,81.0,75.3,510.0,1400.0,47.0,77.0,180.0,4.0,1.2,0.69,0.71,2.0,3.0,6.0,13.0,250.0,0.0,5.7,10.0,0.28,0.4,4.6,0.32,0.0,99.0,0.71,24.0,9.0
262,7,ぐみ　生,72.0,81.0,0.0,1.3,0.0,0.0,0.2,15.2,17.2,2.0,130.0,10.0,4.0,24.0,0.2,0.1,0.1,0.15,0.0,0.0,0.0,0.0,32.0,0.0,2.2,0.0,0.01,0.04,0.3,0.02,0.0,15.0,0.45,0.0,5.0
263,7,ココナッツ　ココナッツウォーター,22.0,94.3,0.2,0.2,0.1,0.0,0.1,5.0,5.0,11.0,230.0,11.0,6.0,11.0,0.1,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.1,0.0,0.0,1.0,0.0,0.0,2.0
264,7,ココナッツ　ココナッツミルク,157.0,78.8,1.8,1.9,14.9,0.0,16.0,3.8,2.8,12.0,230.0,5.0,28.0,49.0,0.8,0.3,0.22,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.4,0.02,0.0,4.0,0.0,0.0,0.0
265,7,ココナッツ　ナタデココ,80.0,79.7,0.0,0.0,0.0,0.0,0.0,19.7,20.2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,7,さくらんぼ　国産　生,64.0,83.1,0.8,1.0,0.1,0.0,0.2,14.2,15.2,1.0,210.0,13.0,6.0,17.0,0.3,0.1,0.05,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.5,2.0,0.03,0.03,0.2,0.02,0.0,38.0,0.24,0.7,10.0
267,7,ざくろ　生,63.0,83.9,0.0,0.2,0.0,0.0,0.0,15.5,15.5,1.0,250.0,8.0,6.0,15.0,0.1,0.2,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,12.0,0.01,0.01,0.2,0.04,0.0,6.0,0.32,0.0,10.0
268,7,すいか　赤肉種　生,41.0,89.6,0.3,0.6,0.1,0.0,0.1,9.5,9.5,1.0,120.0,4.0,11.0,8.0,0.2,0.1,0.03,0.03,0.0,0.0,0.0,1.0,69.0,0.0,0.1,0.0,0.03,0.02,0.2,0.07,0.0,3.0,0.22,0.9,10.0
269,7,（すぐり類）　赤すぐり　冷凍,43.0,86.0,0.4,0.8,0.1,0.0,0.3,7.2,12.2,1.0,200.0,21.0,6.0,17.0,0.4,0.1,0.08,0.11,2.0,0.0,5.0,1.0,1.0,0.0,1.0,13.0,0.03,0.01,0.4,0.0,0.0,0.0,0.0,4.3,33.0
270,7,（すぐり類）　カシス　冷凍,62.0,79.4,1.1,1.6,1.1,0.0,1.6,6.4,13.4,0.0,270.0,40.0,19.0,54.0,0.5,0.2,0.08,0.26,0.0,0.0,1.0,4.0,9.0,0.0,2.1,30.0,0.03,0.03,0.3,0.0,0.0,0.0,0.0,5.7,0.0
271,7,（すぐり類）　グーズベリー　生,51.0,85.2,0.0,1.0,0.0,0.0,0.1,10.7,13.2,1.0,200.0,14.0,10.0,24.0,1.3,0.1,0.05,0.15,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.02,0.02,0.2,0.02,0.0,47.0,0.4,0.0,22.0
272,7,スターフルーツ　生,30.0,91.4,0.5,0.7,0.1,0.0,0.1,5.9,7.5,1.0,140.0,5.0,9.0,10.0,0.2,0.2,0.02,0.1,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.0,0.03,0.02,0.3,0.02,0.0,11.0,0.38,0.0,12.0
273,7,（すもも類）　にほんすもも　生,46.0,88.6,0.4,0.6,0.0,0.0,1.0,8.0,9.4,1.0,150.0,5.0,5.0,14.0,0.2,0.1,0.03,0.07,0.0,0.0,1.0,1.0,7.0,0.0,0.6,0.0,0.02,0.02,0.3,0.04,0.0,37.0,0.14,0.2,4.0
274,7,（すもも類）　プルーン　生,49.0,86.2,0.5,0.7,0.1,0.0,0.1,10.2,12.6,1.0,220.0,6.0,7.0,14.0,0.2,0.1,0.06,0.09,0.0,0.0,0.0,0.0,40.0,0.0,1.3,20.0,0.03,0.03,0.5,0.06,0.0,35.0,0.22,0.0,4.0
275,7,チェリモヤ　生,82.0,78.1,0.8,1.3,0.2,0.0,0.3,18.2,19.8,8.0,230.0,9.0,12.0,20.0,0.2,0.1,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.09,0.09,0.7,0.23,0.0,90.0,0.36,0.0,34.0
276,7,ドラゴンフルーツ　生,52.0,85.7,0.0,1.4,0.0,0.0,0.3,9.9,11.8,0.0,350.0,6.0,41.0,29.0,0.3,0.3,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.08,0.06,0.4,0.05,0.0,44.0,0.53,0.0,7.0
277,7,ドリアン　生,140.0,66.4,0.0,2.3,2.8,0.0,3.3,25.5,27.1,0.0,510.0,5.0,27.0,36.0,0.3,0.3,0.19,0.31,0.0,1.0,0.0,10.0,3.0,0.0,2.3,0.0,0.33,0.2,1.4,0.25,0.0,150.0,0.22,5.9,31.0
278,7,（なし類）　日本なし　生,38.0,88.0,0.2,0.3,0.1,0.0,0.1,9.0,11.3,0.0,140.0,2.0,5.0,11.0,0.0,0.1,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,0.02,0.0,0.2,0.02,0.0,6.0,0.14,0.5,3.0
279,7,（なし類）　中国なし　生,49.0,86.8,0.1,0.2,0.1,0.0,0.1,11.4,12.7,1.0,140.0,2.0,5.0,8.0,0.1,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.01,0.2,0.02,0.0,6.0,0.14,0.0,6.0
280,7,（なし類）　西洋なし　生,48.0,84.9,0.2,0.3,0.1,0.0,0.1,9.6,14.4,0.0,140.0,5.0,4.0,13.0,0.1,0.1,0.12,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.3,4.0,0.02,0.01,0.2,0.02,0.0,4.0,0.09,0.3,3.0
281,7,なつめ　乾,294.0,21.0,0.0,3.9,0.0,0.0,2.0,58.9,71.4,3.0,810.0,65.0,39.0,80.0,1.5,0.8,0.24,0.46,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.21,1.6,0.14,0.0,140.0,0.86,0.0,1.0
282,7,なつめやし　乾,281.0,24.8,1.2,2.2,0.0,0.0,0.2,65.4,71.3,0.0,550.0,71.0,60.0,58.0,0.8,0.4,0.4,0.38,0.0,0.0,0.0,0.0,13.0,0.0,1.4,3.0,0.07,0.04,1.8,0.16,0.0,19.0,0.94,0.0,0.0
283,7,パインアップル　生,54.0,85.2,0.4,0.6,0.1,0.0,0.1,11.9,13.7,0.0,150.0,11.0,14.0,9.0,0.2,0.1,0.11,1.33,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.09,0.02,0.2,0.1,0.0,12.0,0.23,0.2,35.0
284,7,ハスカップ　生,55.0,85.5,0.0,0.7,0.0,0.0,0.6,10.7,12.8,0.0,190.0,38.0,11.0,25.0,0.6,0.1,0.06,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.1,0.0,0.02,0.03,0.5,0.04,0.0,7.0,0.29,0.0,44.0
285,7,パッションフルーツ　果汁　生,67.0,82.0,0.0,0.8,0.0,0.0,0.4,13.4,16.2,5.0,280.0,4.0,15.0,21.0,0.6,0.4,0.08,0.1,0.0,0.0,0.0,0.0,89.0,0.0,0.2,1.0,0.01,0.09,1.9,0.18,0.0,86.0,0.63,0.0,16.0
286,7,バナナ　生,93.0,75.4,0.7,1.1,0.1,0.0,0.2,21.1,22.5,0.0,360.0,6.0,32.0,27.0,0.3,0.2,0.09,0.26,0.0,1.0,0.0,7.0,5.0,0.0,0.5,0.0,0.05,0.04,0.7,0.38,0.0,26.0,0.44,1.4,16.0
287,7,バナナ　乾,314.0,14.3,2.4,3.8,0.2,0.0,0.4,70.5,78.5,1.0,1300.0,26.0,92.0,84.0,1.1,0.6,0.25,1.31,0.0,0.0,0.0,0.0,70.0,0.0,1.4,2.0,0.07,0.12,1.4,1.04,0.0,34.0,1.13,0.0,0.0
288,7,パパイア　完熟　生,33.0,89.2,0.2,0.5,0.2,0.0,0.2,7.6,9.5,6.0,210.0,20.0,26.0,11.0,0.2,0.1,0.05,0.04,0.0,0.0,0.0,1.0,40.0,0.0,0.3,2.0,0.02,0.04,0.3,0.01,0.0,44.0,0.42,0.2,50.0
289,7,パパイア　未熟　生,35.0,88.7,0.6,1.3,0.1,0.0,0.1,7.9,9.4,5.0,190.0,36.0,19.0,17.0,0.3,0.1,0.03,0.02,0.0,0.0,0.0,0.0,10.0,0.0,0.1,2.0,0.03,0.04,0.3,0.01,0.0,38.0,0.55,0.0,45.0
290,7,びわ　生,41.0,88.6,0.2,0.3,0.1,0.0,0.1,9.1,10.6,1.0,160.0,13.0,14.0,9.0,0.1,0.2,0.04,0.27,0.0,0.0,0.0,0.0,68.0,0.0,0.1,0.0,0.02,0.03,0.2,0.06,0.0,9.0,0.22,0.1,5.0
291,7,ぶどう　皮なし　生,58.0,83.5,0.2,0.4,0.0,0.0,0.1,14.8,15.7,1.0,130.0,6.0,6.0,15.0,0.1,0.1,0.05,0.12,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,0.04,0.01,0.1,0.04,0.0,4.0,0.1,0.7,2.0
292,7,ぶどう　皮つき　シャインマスカット　生,61.0,82.5,0.4,0.7,0.0,0.0,0.2,15.1,16.1,0.0,210.0,7.0,6.0,23.0,0.2,0.0,0.06,0.05,1.0,0.0,0.0,1.0,3.0,0.0,0.5,31.0,0.05,0.01,0.1,0.06,0.0,19.0,0.04,0.8,2.0
293,7,ぶどう　干しぶどう,324.0,14.5,2.0,2.7,0.1,0.0,0.2,75.9,80.3,12.0,740.0,65.0,31.0,90.0,2.3,0.3,0.39,0.2,3.0,0.0,9.0,12.0,1.0,0.0,0.5,0.0,0.12,0.03,0.6,0.23,0.0,9.0,0.17,4.3,0.0
294,7,ブルーベリー　生,48.0,86.4,0.3,0.5,0.1,0.0,0.1,9.8,12.9,1.0,70.0,8.0,5.0,9.0,0.2,0.1,0.04,0.26,0.0,0.0,0.0,1.0,5.0,0.0,1.7,15.0,0.03,0.03,0.2,0.05,0.0,12.0,0.12,1.1,9.0
295,7,ホワイトサポテ　生,73.0,79.0,1.2,1.5,0.1,0.0,0.1,16.1,18.9,0.0,220.0,13.0,17.0,28.0,0.2,0.2,0.09,0.09,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.05,0.05,0.6,0.06,0.0,36.0,0.22,0.0,18.0
296,7,まくわうり　黄肉種　生,34.0,90.8,0.6,0.8,0.1,0.0,0.1,7.0,7.8,1.0,280.0,6.0,12.0,8.0,0.2,0.1,0.02,0.05,0.0,0.0,0.0,0.0,15.0,0.0,0.1,0.0,0.03,0.03,0.8,0.06,0.0,50.0,0.16,0.0,30.0
297,7,マルメロ　生,48.0,84.2,0.0,0.3,0.1,0.0,0.1,10.0,15.1,1.0,160.0,11.0,7.0,14.0,0.1,0.2,0.05,0.02,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.02,0.02,0.2,0.05,0.0,12.0,0.25,0.0,18.0
298,7,マンゴー　生,68.0,82.0,0.5,0.6,0.1,0.0,0.1,15.7,16.9,1.0,170.0,15.0,12.0,12.0,0.2,0.1,0.08,0.1,0.0,0.0,0.0,0.0,51.0,0.0,1.8,3.0,0.04,0.06,0.7,0.13,0.0,84.0,0.22,0.8,20.0
299,7,マンゴー　ドライマンゴー,339.0,9.3,2.3,3.1,0.3,0.0,0.7,76.6,84.9,1.0,1100.0,37.0,57.0,81.0,0.5,0.6,0.2,0.53,2.0,2.0,1.0,2.0,500.0,0.0,6.8,16.0,0.27,0.21,3.4,0.43,0.0,260.0,0.46,5.3,69.0
300,7,マンゴスチン　生,71.0,81.5,0.0,0.6,0.0,0.0,0.2,16.1,17.5,1.0,100.0,6.0,18.0,12.0,0.1,0.2,0.07,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.11,0.03,0.5,0.04,0.0,20.0,0.33,0.6,3.0
301,7,メロン　温室メロン　生,40.0,87.8,0.7,1.1,0.1,0.0,0.1,10.3,10.3,7.0,340.0,8.0,13.0,21.0,0.3,0.2,0.05,0.04,0.0,2.0,1.0,4.0,3.0,0.0,0.2,3.0,0.06,0.02,0.5,0.1,0.0,32.0,0.19,0.9,18.0
302,7,（もも類）　もも　白肉種　生,38.0,88.7,0.4,0.6,0.1,0.0,0.1,8.4,10.2,1.0,180.0,4.0,7.0,18.0,0.1,0.1,0.05,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.7,1.0,0.01,0.01,0.6,0.02,0.0,5.0,0.13,0.3,8.0
303,7,（もも類）　ネクタリン　生,39.0,87.8,0.4,0.7,0.2,0.0,0.3,8.7,10.7,1.0,210.0,5.0,10.0,16.0,0.2,0.1,0.08,0.06,0.0,0.0,0.0,0.0,20.0,0.0,1.4,2.0,0.02,0.03,0.7,0.01,0.0,12.0,0.2,0.0,10.0
304,7,やまもも　生,47.0,87.8,0.0,0.5,0.0,0.0,0.2,10.2,11.3,4.0,120.0,4.0,7.0,5.0,0.4,0.1,0.03,0.22,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,0.04,0.03,0.3,0.05,0.0,26.0,0.21,0.0,4.0
305,7,ライチー　生,61.0,82.1,0.6,1.0,0.1,0.0,0.1,15.9,16.4,0.0,170.0,2.0,13.0,22.0,0.2,0.2,0.14,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.06,1.0,0.09,0.0,100.0,0.0,0.0,36.0
306,7,ラズベリー　生,36.0,88.2,0.0,1.1,0.0,0.0,0.1,5.4,10.2,1.0,150.0,22.0,21.0,29.0,0.7,0.4,0.12,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.8,6.0,0.02,0.04,0.6,0.07,0.0,38.0,0.43,0.0,22.0
307,7,りゅうがん　乾,310.0,19.4,3.2,5.1,0.3,0.0,0.4,72.1,72.9,2.0,1000.0,30.0,43.0,94.0,1.7,0.7,0.68,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.74,2.5,0.2,0.0,20.0,0.0,0.0,0.0
308,7,りんご　皮なし　生,53.0,84.1,0.1,0.1,0.0,0.0,0.2,13.0,15.5,0.0,120.0,3.0,3.0,12.0,0.1,0.0,0.05,0.02,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.02,0.0,0.1,0.04,0.0,2.0,0.03,0.5,4.0